Experiment_id,observable,n,nrmse,mae,r2
AMBR1_14,glucose_g_l,15,0.07931868796443763,1.1314027213117064,0.7959868536698824
AMBR1_14,biomass_g_l,400,10.562702991011315,30.695755386701173,0.0
AMBR1_14,DO_percent,400,0.00901434622276918,0.5989382446560313,0.0
AMBR1_14,pH,400,0.5591565449957401,1.1291881927924712,0.0
AMBR2_6,glucose_g_l,16,0.25467691448393814,3.658186135076119,0.0
AMBR2_6,biomass_g_l,361,8.60249106145521,24.662508272267516,0.0
AMBR2_6,DO_percent,361,0.03609975492748678,0.769005332133965,0.0
AMBR2_6,pH,361,0.3653256382135064,0.7381380034147854,0.0
AMBR2_7,glucose_g_l,16,0.2619000813143033,3.8567443946949616,0.0
AMBR2_7,biomass_g_l,361,7.414660257666,20.82879717261094,0.0
AMBR2_7,DO_percent,361,0.6439298354412664,65.67427997808791,0.0
AMBR2_7,pH,361,0.11250078688019316,0.21461152880706252,0.0
AMBR2_8,glucose_g_l,16,0.23577901456022662,3.2770843354736976,0.0
AMBR2_8,biomass_g_l,360,9.30356015955183,26.702113162322743,0.0
AMBR2_8,DO_percent,360,0.6343903988248377,64.31741845556874,0.0
AMBR2_8,pH,360,0.3152346134137698,0.6244802440621473,0.0
AMBR2_9,glucose_g_l,16,0.3349561761788571,4.770712825848084,0.0
AMBR2_9,biomass_g_l,360,3.9594358007853754,11.430544867616803,0.0
AMBR2_9,DO_percent,360,0.5364098383860579,46.09113818016744,0.0
AMBR2_9,pH,360,0.026836494188370735,0.04665098005170383,0.0
AMBR2_10,glucose_g_l,14,0.337403592775865,4.888769981868809,0.0
AMBR2_10,biomass_g_l,360,3.6091419366181277,10.223487140112974,0.0
AMBR2_10,DO_percent,360,0.5398629484505961,46.359177417181215,0.0
AMBR2_10,pH,360,0.025417042347418598,0.043023869335594885,0.0
AMBR2_13,glucose_g_l,15,0.16344294319364447,2.467563763397066,0.0
AMBR2_13,biomass_g_l,360,8.31748796051281,23.68730257218593,0.0
AMBR2_13,DO_percent,360,0.67958914487615,71.71829725061946,0.0
AMBR2_13,pH,360,0.1795007972137515,0.34100937679206955,0.0
AMBR2_14,glucose_g_l,15,0.1435247391209468,2.1212292477242434,0.0
AMBR2_14,biomass_g_l,360,9.420147847397764,26.709791308260012,0.0
AMBR2_14,DO_percent,360,0.6795556580246802,72.01199095746846,0.0
AMBR2_14,pH,360,0.2089694140683376,0.41710425013639785,0.0
AMBR2_15,glucose_g_l,15,0.25572139240456354,3.7076497940404627,0.0
AMBR2_15,biomass_g_l,359,7.594850108776089,21.32648611214473,0.0
AMBR2_15,DO_percent,359,0.7693495663554762,78.39234382505674,0.0
AMBR2_15,pH,359,0.12040100872958077,0.230631891029151,0.0
AMBR2_16,glucose_g_l,15,0.2402471427150095,3.3577376819707156,0.0
AMBR2_16,biomass_g_l,359,8.92148764564836,25.12843773620846,0.0
AMBR2_16,DO_percent,359,0.7665196890249368,78.55186092670867,0.0
AMBR2_16,pH,359,0.3093280628977308,0.6096531123880765,0.0
AMBR2_19,glucose_g_l,16,0.1683957568554689,2.53518231343689,0.0
AMBR2_19,biomass_g_l,358,8.123400585730352,23.116699943473332,0.0
AMBR2_19,DO_percent,358,0.6788987676307506,59.30259647146657,0.0
AMBR2_19,pH,358,0.24171770352791866,0.46773181609574244,0.0
AMBR1_15,glucose_g_l,15,0.1690533902206244,2.598280321151949,0.0
AMBR1_15,biomass_g_l,400,10.025825575796128,28.56407997903593,0.0
AMBR1_15,DO_percent,400,0.01800407237405273,1.0129225545368208,0.0
AMBR1_15,pH,400,0.3457551466677323,0.6833733016147883,0.0
AMBR2_20,glucose_g_l,16,0.16630782914058945,2.5434457247712023,0.0
AMBR2_20,biomass_g_l,358,7.7309695352884455,21.92107441332764,0.0
AMBR2_20,DO_percent,358,0.6584595719333816,56.13242133273234,0.0
AMBR2_20,pH,358,0.24541765719033848,0.4757676556487515,0.0
AMBR2_21,glucose_g_l,16,0.14003644509146648,2.1183176602404634,0.3154952959038727
AMBR2_21,biomass_g_l,358,7.318341424393092,20.82165756624006,0.0
AMBR2_21,DO_percent,358,0.5946054450386283,46.53551679847166,0.0
AMBR2_21,pH,358,0.24489286467039365,0.4764106147691291,0.0
AMBR1_16,glucose_g_l,15,0.19835303461876636,3.0247237916427823,0.0
AMBR1_16,biomass_g_l,400,9.269314402177754,26.0370191525692,0.0
AMBR1_16,DO_percent,400,0.019389515275696604,1.0960251850268912,0.0
AMBR1_16,pH,400,0.13494496227560088,0.25854066734819964,0.0
AMBR1_17,glucose_g_l,15,0.2261058423896346,3.2656458052633623,0.0
AMBR1_17,biomass_g_l,400,8.22851753798225,22.55795602897751,0.0
AMBR1_17,DO_percent,400,0.018734580597583362,1.1668087040096013,0.0
AMBR1_17,pH,400,0.10035023287876378,0.18312734334215444,0.0
AMBR1_18,glucose_g_l,16,0.16389376183215304,2.4119946916527866,0.6282072746363229
AMBR1_18,biomass_g_l,400,7.425500574791655,20.52337130295172,0.0
AMBR1_18,DO_percent,400,0.013061294849821211,0.7144739338187693,0.0
AMBR1_18,pH,400,0.3010678904045629,0.6039921889725598,0.0
AMBR1_21,glucose_g_l,16,0.1657563500435429,2.4803469467980346,0.0
AMBR1_21,biomass_g_l,400,9.91474067001564,28.01333518965336,0.0
AMBR1_21,DO_percent,400,0.143581757648878,12.618452534282701,0.0
AMBR1_21,pH,400,0.33192390456733467,0.656017788459895,0.0
AMBR1_22,glucose_g_l,16,0.1470618212686552,2.249085387345951,0.19922219292244991
AMBR1_22,biomass_g_l,399,10.027495833315353,28.43652310516277,0.0
AMBR1_22,DO_percent,399,0.2832066708107692,24.775475947808122,0.0
AMBR1_22,pH,399,0.32556629213478333,0.6438754992260767,0.0
AMBR1_23,glucose_g_l,16,0.1449888318504334,2.214466137287758,0.15921837787696136
AMBR1_23,biomass_g_l,399,10.109066737380097,28.598159346771503,0.0
AMBR1_23,DO_percent,399,0.43087631952422467,38.16916720049904,0.0
AMBR1_23,pH,399,0.32051377545559906,0.634390569230155,0.0
AMBR1_24,glucose_g_l,16,0.14862625662337645,2.2051520410944785,0.0
AMBR1_24,biomass_g_l,399,10.543487639699231,30.06222282702751,0.0
AMBR1_24,DO_percent,399,0.589056553324668,53.09106682216476,0.0
AMBR1_24,pH,399,0.2984785420135706,0.5905726203320965,0.0
AMBR2_5,glucose_g_l,16,0.2889998048838921,4.318827021206024,0.0
AMBR2_5,biomass_g_l,361,6.907929727378144,19.388232697837715,0.0
AMBR2_5,DO_percent,361,0.04354446316121012,0.7732376060173323,0.0
AMBR2_5,pH,361,0.07526488933408303,0.1407252361968831,0.0
